Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,clean_text,polarity,subjectivity,sentiment_label,topic_id_nmf,topic_id_lda,hashtags_list
"Surrounded by the colors of joy, a canvas painted with laughter and endless smiles. ", Joy ,7/2/2019 17:00, ColorfulLaughter , Instagram , #Joy #EndlessSmiles ,40,80, Canada ,surrounded color joy canvas painted laughter endless smile,0.325,0.35000000000000003,positive,7,9,"['#Joy', '#EndlessSmiles']"
"In the symphony of excitement, each note is a burst of energy, igniting the soul with fervor. ", Excitement ,4/18/2021 14:20, SymphonyFervor , Facebook , #Excitement #IgnitedSoul ,30,60, UK ,symphony excitement note burst energy igniting soul fervor,0.0,0.0,neutral,3,9,"['#Excitement', '#IgnitedSoul']"
"A surprise gift, wrapped in anticipation, unfolds a moment of delight and wonder. ", Surprise ,2/5/2023 19:30, WrappedDelight , Twitter , #Surprise #WonderfulMoment ,25,50, Australia ,surprise gift wrapped anticipation unfolds moment delight wonder,0.0,0.0,neutral,6,9,"['#Surprise', '#WonderfulMoment']"
"Lost in the maze of curiosity, each twist and turn unveils the treasures of discovery. ", Curiosity ,9/22/2018 12:45, MazeDiscovery , Instagram , #Curiosity #TreasuresOfDiscovery ,22,45, India ,lost maze curiosity twist turn unveils treasure discovery,0.0,0.0,neutral,4,9,"['#Curiosity', '#TreasuresOfDiscovery']"
"Floating on clouds of gratitude, each raindrop a blessing, a shower of thankfulness. ", Gratitude ,12/10/2016 21:15, CloudsOfBlessings , Facebook , #Gratitude #ShowerOfThankfulness ,28,55, Germany ,floating cloud gratitude raindrop blessing shower thankfulness,0.0,0.0,neutral,7,9,"['#Gratitude', '#ShowerOfThankfulness']"
"Like a comet of inspiration, streaking through the sky of creativity, leaving trails of brilliance. ", Inspiration ,5/28/2020 16:00, CometCreativity , Twitter , #Inspiration #BrilliantTrails ,18,35, France ,like comet inspiration streaking sky creativity leaving trail brilliance,0.0,0.0,neutral,9,9,"['#Inspiration', '#BrilliantTrails']"
"In the celebration of success, fireworks of accomplishment light up the night sky of triumph. ", Success ,11/15/2017 22:30, FireworksTriumph , Instagram , #Success #NightSkyTriumph ,22,45, Japan ,celebration success firework accomplishment light night sky triumph,0.35,0.35,positive,9,5,"['#Success', '#NightSkyTriumph']"
"A symphony of laughter, each note a key to unlocking the door of boundless happiness. ", Happiness ,8/2/2021 19:00, LaughterSymphony , Facebook , #Happiness #BoundlessLaughter ,30,60, Brazil ,symphony laughter note key unlocking door boundless happiness,0.16666666666666666,0.6333333333333333,positive,7,9,"['#Happiness', '#BoundlessLaughter']"
"In the carnival of emotions, the rollercoaster of thrill sends the heart on a wild ride. ", Thrill ,3/28/2019 15:30, EmotionCarnival , Instagram , #Thrill #WildHeartRide ,35,70, South Africa ,carnival emotion rollercoaster thrill sends heart wild ride,0.1,0.4,positive,4,9,"['#Thrill', '#WildHeartRide']"
"Standing before the grandeur of the Eiffel Tower, a moment to reflect on the beauty of Parisian dreams. ", Reflection ,5/12/2018 17:30, ParisDreamer , Twitter , #Reflection #ParisianDreams ,28,55, France ,standing grandeur eiffel tower moment reflect beauty parisian dream,0.0,0.0,neutral,6,5,"['#Reflection', '#ParisianDreams']"
"Lost in the enchantment of Disneyland, each ride a journey into the realm of childhood fantasies. ", Enchantment ,9/28/2022 15:45, DisneylandExplorer , Instagram , #Enchantment #ChildhoodFantasies ,30,60, USA ,lost enchantment disneyland ride journey realm childhood fantasy,0.0,0.0,neutral,4,9,"['#Enchantment', '#ChildhoodFantasies']"
"Exploring the wonders of Ferrari World, the roar of engines creating a symphony of speed. ", Excitement ,11/10/2019 14:00, FerrariSpeedster , Facebook , #Excitement #SymphonyOfSpeed ,22,45, Italy ,exploring wonder ferrari world roar engine creating symphony speed,0.0,0.0,neutral,6,9,"['#Excitement', '#SymphonyOfSpeed']"
"Amidst the tulip fields of Keukenhof, a tapestry of colors that paints the soul with springtime joy. ", Joy ,4/2/2021 18:20, KeukenhofAdventurer , Instagram , #Joy #SpringtimeColors ,35,70, Netherlands ,amidst tulip field keukenhof tapestry color paint soul springtime joy,0.8,0.2,positive,7,9,"['#Joy', '#SpringtimeColors']"
"Wandering through the historical streets of Kyoto, each step a journey into the heart of Japan's traditions. ", Exploration ,8/22/2017 21:30, KyotoAdventurer , Twitter , #Exploration #JapaneseTraditions ,18,35, Japan ,wandering historical street kyoto step journey heart japan tradition,0.0,0.0,neutral,0,9,"['#Exploration', '#JapaneseTraditions']"
"In the embrace of the Grand Canyon, nature's masterpiece, a moment to marvel at Earth's grandeur. ", Awe ,6/15/2020 16:45, CanyonMarveler , Instagram , #Awe #EarthsGrandeur ,25,50, USA ,embrace grand canyon nature masterpiece moment marvel earth grandeur,0.5,1.0,positive,6,9,"['#Awe', '#EarthsGrandeur']"
"Journeying through the serenity of Santorini, where each sunset paints the sky with hues of tranquility. ", Serenity ,9/10/2016 19:15, SantoriniTraveler , Facebook , #Serenity #SunsetHues ,22,45, Greece ,journeying serenity santorini sunset paint sky hue tranquility,0.0,0.0,neutral,9,5,"['#Serenity', '#SunsetHues']"
"Amazed by the architectural marvels of Petra, each stone telling tales of an ancient civilization. ", Amazement ,1/28/2023 13:00, PetraExplorer , Twitter , #Amazement #AncientTales ,30,60, Jordan ,amazed architectural marvel petra stone telling tale ancient civilization,0.0,0.0,neutral,0,9,"['#Amazement', '#AncientTales']"
"Embarking on a gondola ride in Venice, each canal reflecting the romance of this timeless city. ", Romance ,4/18/2019 16:30, VeniceRomantic , Instagram , #Romance #TimelessCity ,20,40, Italy ,embarking gondola ride venice canal reflecting romance timeless city,0.0,0.0,neutral,6,9,"['#Romance', '#TimelessCity']"
"At the summit of Machu Picchu, a breathtaking panorama that whispers the secrets of ancient civilizations. ", Awe ,11/5/2017 22:00, MachuPicchuAdventurer , Facebook , #Awe #AncientCivilizations ,28,55, Peru ,summit machu picchu breathtaking panorama whisper secret ancient civilization,0.3,0.85,positive,0,5,"['#Awe', '#AncientCivilizations']"
"In the heart of New York City, Times Square dazzles with lights, a vibrant spectacle of urban energy. ", Excitement ,7/20/2022 21:45, TimesSquareExplorer , Instagram , #Excitement #UrbanEnergy ,35,70, USA ,heart new york city time square dazzle light vibrant spectacle urban energy,0.17575757575757575,0.37196969696969695,positive,2,9,"['#Excitement', '#UrbanEnergy']"
"Captivated by the historical charm of the Colosseum, each stone echoing tales of gladiator valor. ", Captivation ,3/15/2018 17:30, ColosseumAdventurer , Twitter , #Captivation #GladiatorTales ,25,50, Italy ,captivated historical charm colosseum stone echoing tale gladiator valor,0.0,0.0,neutral,0,9,"['#Captivation', '#GladiatorTales']"
"Sailing the azure waters of the Maldives, each wave a whisper of serenity in paradise. ", Serenity ,10/28/2019 14:15, MaldivesSailor , Facebook , #Serenity #ParadiseWhispers ,22,45, Maldives ,sailing azure water maldives wave whisper serenity paradise,0.0,0.0,neutral,6,5,"['#Serenity', '#ParadiseWhispers']"
"In the midst of the Amazon rainforest, a symphony of wildlife creates an orchestra of nature's wonders. ", Wonder ,6/10/2021 16:00, AmazonExplorer , Instagram , #Wonder #NatureOrchestra ,30,60, Brazil ,midst amazon rainforest symphony wildlife creates orchestra nature wonder,0.0,0.0,neutral,6,9,"['#Wonder', '#NatureOrchestra']"
"Walking the Great Wall of China, each step a testament to ancient engineering marvels. ", Awe ,8/18/2017 19:30, GreatWallWalker , Twitter , #Awe #EngineeringMarvels ,18,35, China ,walking great wall china step testament ancient engineering marvel,0.8,0.75,positive,0,9,"['#Awe', '#EngineeringMarvels']"
"At the summit of Mount Fuji, a breathtaking sunrise that paints the sky with hues of accomplishment. ", Accomplishment ,4/15/2020 5:30, FujiSummitAchiever , Facebook , #Accomplishment #SunriseHues ,28,55, Japan ,summit mount fuji breathtaking sunrise paint sky hue accomplishment,1.0,1.0,positive,9,5,"['#Accomplishment', '#SunriseHues']"
"Exploring the ancient ruins of Angkor Wat, each stone whispering stories of Khmer civilization. ", Exploration ,11/22/2016 13:00, AngkorWatAdventurer , Instagram , #Exploration #KhmerStories ,20,40, Cambodia ,exploring ancient ruin angkor wat stone whispering story khmer civilization,0.0,0.0,neutral,2,9,"['#Exploration', '#KhmerStories']"
"Skiing down the slopes of the Swiss Alps, each turn a dance with the majesty of snow-capped peaks. ", Adventure ,1/10/2019 14:45, AlpsSkiAdventurer , Twitter , #Adventure #SnowPeakDance ,22,45, Switzerland ,skiing slope swiss alp turn dance majesty snow capped peak,0.0,0.0,neutral,9,9,"['#Adventure', '#SnowPeakDance']"
"In the tranquility of Kyoto's bamboo forest, whispers of ancient Zen wisdom echo through the groves. ", Tranquility ,2/28/2023 16:20, KyotoBambooSeeker , Facebook , #Tranquility #ZenWisdom ,25,50, Japan ,tranquility kyoto bamboo forest whisper ancient zen wisdom echo grove,0.0,0.0,neutral,0,5,"['#Tranquility', '#ZenWisdom']"
"Cruising the fjords of Norway, each icy landscape a breathtaking masterpiece of nature's grandeur. ", Grandeur ,5/28/2018 18:30, NorwayFjordExplorer , Instagram , #Grandeur #IcyMasterpiece ,22,45, Norway ,cruising fjord norway icy landscape breathtaking masterpiece nature grandeur,0.45,0.55,positive,6,9,"['#Grandeur', '#IcyMasterpiece']"
"At the front row of Adele's concert, each note of 'Someone Like You' resonates with soul-stirring emotion. ", Emotion ,9/15/2022 20:00, AdeleConcertGoer , Instagram , #Emotion #AdeleConcert ,40,80, USA ,front row adele concert note someone like resonates soul stirring emotion,0.0,0.0,neutral,9,9,"['#Emotion', '#AdeleConcert']"
"Dancing under the stars at Beyoncé's live show, feeling the power of 'Single Ladies' in every move. ", Energy ,7/28/2019 21:30, BeyonceDancer , Twitter , #Energy #BeyonceConcert ,35,70, USA ,dancing star beyonc live show feeling power single lady every move,0.032467532467532464,0.35714285714285715,positive,5,9,"['#Energy', '#BeyonceConcert']"
"In the crowd of a Taylor Swift concert, the lyrics of 'Love Story' create an enchanting fairy tale. ", Enchantment ,5/10/2021 19:45, SwiftieDreamer , Facebook , #Enchantment #TaylorSwift ,30,60, USA ,crowd taylor swift concert lyric love story create enchanting fairy tale,0.375,0.625,positive,9,9,"['#Enchantment', '#TaylorSwift']"
"Rocking out to the guitar solos at a Queen tribute concert, a journey back in time with Freddie's spirit. ", Nostalgia ,12/2/2018 22:15, QueenTributeFan , Instagram , #Nostalgia #QueenTribute ,22,45, UK ,rocking guitar solo queen tribute concert journey back time freddie spirit,0.0,0.0,neutral,5,9,"['#Nostalgia', '#QueenTribute']"
"Swaying to Ed Sheeran's acoustic melodies, a serene evening filled with 'Perfect' moments. ", Serenity ,8/18/2020 19:00, SheeranMelodyLover , Twitter , #Serenity #EdSheeranConcert ,18,35, UK ,swaying sheeran acoustic melody serene evening filled perfect moment,0.7,0.95,positive,6,9,"['#Serenity', '#EdSheeranConcert']"
"Immersed in the pulsating beats of a Bruno Mars concert, where 'Uptown Funk' becomes a city of joy. ", Joy ,3/28/2017 20:30, MarsJoyExplorer , Facebook , #Joy #BrunoMars ,28,55, USA ,immersed pulsating beat bruno mar concert uptown funk becomes city joy,0.8,0.2,positive,7,9,"['#Joy', '#BrunoMars']"
"At a Michael Jackson tribute show, moonwalking through the hits, a celebration of the King of Pop. ", Celebration ,1/15/2022 21:15, MJTributeDancer , Instagram , #Celebration #MJTribute ,25,50, USA ,michael jackson tribute show moonwalking hit celebration king pop,0.0,0.0,neutral,7,9,"['#Celebration', '#MJTribute']"
"Swinging to the rhythms of a Frank Sinatra tribute, feeling the timeless charm of 'Fly Me to the Moon'. ", Charm ,6/10/2019 18:45, SinatraCharmListener , Twitter , #Charm #SinatraTribute ,22,45, USA ,swinging rhythm frank sinatra tribute feeling timeless charm fly moon,0.8,0.9,positive,5,9,"['#Charm', '#SinatraTribute']"
"In the mosh pit of a Metallica concert, the thunderous chords create a symphony of headbanging ecstasy. ", Ecstasy ,3/20/2023 22:30, MetallicaMoshWarrior , Facebook , #Ecstasy #MetallicaConcert ,35,70, USA ,mosh pit metallica concert thunderous chord create symphony headbanging ecstasy,0.0,0.0,neutral,9,9,"['#Ecstasy', '#MetallicaConcert']"
"Experiencing the magic of a Coldplay concert, where 'Fix You' becomes a beacon of hope in the night. ", Hope ,11/28/2016 19:00, ColdplayHopeSeeker , Instagram , #Hope #ColdplayMagic ,30,60, UK ,experiencing magic coldplay concert fix becomes beacon hope night,0.5,1.0,positive,9,9,"['#Hope', '#ColdplayMagic']"
"At a Justin Bieber concert, the infectious beats of 'Baby' create a dance floor of unbridled enthusiasm. ", Enthusiasm ,8/5/2018 20:00, BieberDanceEnthusiast , Instagram , #Enthusiasm #JustinBieber ,40,80, Canada ,justin bieber concert infectious beat baby create dance floor unbridled enthusiasm,0.0,0.0,neutral,9,9,"['#Enthusiasm', '#JustinBieber']"
"In the spotlight at a Lady Gaga show, each costume change is a metamorphosis of creativity and artistry. ", Creativity ,4/15/2021 21:30, GagaArtisticChameleon , Twitter , #Creativity #LadyGaga ,35,70, USA ,spotlight lady gaga show costume change metamorphosis creativity artistry,0.0,0.0,neutral,9,9,"['#Creativity', '#LadyGaga']"
"Immersed in the soulful melodies of Adele, tears flow freely, moved by the emotion of 'Hello'. ", Emotion ,11/28/2019 19:45, AdeleMelodyTearjerker , Facebook , #Emotion #AdeleMelodies ,30,60, UK ,immersed soulful melody adele tear flow freely moved emotion hello,0.4,0.8,positive,7,9,"['#Emotion', '#AdeleMelodies']"
"Drenched in confetti at a Katy Perry concert, a kaleidoscope of colors igniting the night sky. ", Colorful ,6/22/2020 22:00, KatyPerryColorExplosion , Instagram , #Colorful #KatyPerry ,22,45, USA ,drenched confetti katy perry concert kaleidoscope color igniting night sky,0.0,0.0,neutral,9,5,"['#Colorful', '#KatyPerry']"
"In the audience of a Jay-Z performance, the lyrics of 'Empire State of Mind' become an anthem of pride. ", Pride ,9/10/2017 20:15, JayZEmpireListener , Twitter , #Pride #JayZAnthem ,18,35, USA ,audience jay performance lyric empire state mind become anthem pride,0.25,0.65,positive,9,9,"['#Pride', '#JayZAnthem']"
"Dancing to Shakira's rhythmic beats, hips swaying to the hypnotic charm of 'Hips Don't Lie'. ", Hypnotic ,2/28/2022 21:15, ShakiraHipsDancer , Facebook , #Hypnotic #ShakiraRhythms ,28,55, Colombia ,dancing shakira rhythmic beat hip swaying hypnotic charm hip lie,0.0,0.0,neutral,7,9,"['#Hypnotic', '#ShakiraRhythms']"
"At a U2 concert, the anthemic chords of 'With or Without You' create a timeless moment of connection. ", Connection ,5/15/2016 19:30, U2ConnectionSeeker , Instagram , #Connection #U2Anthem ,25,50, Ireland ,concert anthemic chord without create timeless moment connection,0.0,0.0,neutral,6,9,"['#Connection', '#U2Anthem']"
"Rocking out at a Guns N' Roses show, the iconic riffs of 'Sweet Child o' Mine' echoing in the night. ", Iconic ,12/10/2018 22:30, GunsNRosesRiffRockstar , Twitter , #Iconic #GNRConcert ,22,45, USA ,rocking gun rose show iconic riff sweet child mine echoing night,0.4833333333333334,0.7000000000000001,positive,9,5,"['#Iconic', '#GNRConcert']"
"In the crowd of an Ariana Grande concert, the high notes of 'Into You' create a euphoric symphony. ", Euphoria ,1/22/2023 20:00, ArianaEuphoriaChaser , Facebook , #Euphoria #ArianaGrande ,35,70, USA ,crowd ariana grande concert high note create euphoric symphony,0.16,0.5399999999999999,positive,9,9,"['#Euphoria', '#ArianaGrande']"
"Swaying to the reggae vibes of Bob Marley's tribute concert, each chord a journey to Jamaica's soul. ", Journey ,3/5/2020 18:45, MarleyReggaeTraveler , Instagram , #Journey #BobMarleyTribute ,30,60, Jamaica ,swaying reggae vibe bob marley tribute concert chord journey jamaica soul,0.0,0.0,neutral,9,9,"['#Journey', '#BobMarleyTribute']"
